Path,Name,Ext,SizeMB,Modified,Hash,Suspicious
C:\Users\Admin\Desktop\windows-log-hunter\.venv\Lib\site-packages\pip\_vendor\distlib\w64.exe,w64.exe,.exe,0.1,2025-10-30 17:21,d65d7ad7e65f344463755bb62d8ebf38,NO
C:\Users\Admin\Desktop\scanner\venv\Scripts\python.exe,python.exe,.exe,0.24,2025-10-07 11:17,913d226afc01d848b3a44989843f2ed0,NO
C:\Users\Admin\Desktop\scanner\venv\Scripts\pythonw.exe,pythonw.exe,.exe,0.24,2025-10-07 11:17,a1fbcc7384fe10742b7175e65dd60e2d,NO
C:\Users\Admin\Desktop\scanner\venv\Lib\site-packages\pip\_vendor\distlib\t32.exe,t32.exe,.exe,0.09,2025-10-29 13:07,07894acc08732f8b6adade78d3038376,NO
C:\Users\Admin\Desktop\scanner\venv\Lib\site-packages\pip\_vendor\distlib\t64-arm.exe,t64-arm.exe,.exe,0.17,2025-10-29 13:07,f4935e39cd1008b6677ecaff658b51d4,NO
C:\Users\Admin\Desktop\scanner\venv\Lib\site-packages\pip\_vendor\distlib\t64.exe,t64.exe,.exe,0.1,2025-10-29 13:07,19d621a4b2d26d8fa8002548a1b04a32,NO
C:\Users\Admin\Desktop\scanner\venv\Lib\site-packages\pip\_vendor\distlib\w32.exe,w32.exe,.exe,0.09,2025-10-29 13:07,2e91e902dcf13c131281786258a279a3,NO
C:\Users\Admin\Desktop\scanner\venv\Lib\site-packages\pip\_vendor\distlib\w64-arm.exe,w64-arm.exe,.exe,0.16,2025-10-29 13:07,79ef49f5145a0b66a49bf177fa5fd85f,NO
C:\Users\Admin\Desktop\scanner\venv\Lib\site-packages\pip\_vendor\distlib\w64.exe,w64.exe,.exe,0.1,2025-10-29 13:07,d65d7ad7e65f344463755bb62d8ebf38,NO
C:\Users\Admin\Desktop\scanner\myenv\Scripts\normalizer.exe,normalizer.exe,.exe,0.1,2025-10-29 13:08,f2f06087566373e9fe9d1dd1a1d248de,NO
C:\Users\Admin\Desktop\scanner\myenv\Scripts\pip.exe,pip.exe,.exe,0.1,2025-10-28 17:14,de15f999d6d38af8f94f42cc1f9b4dca,NO
C:\Users\Admin\Desktop\scanner\myenv\Scripts\pip3.14.exe,pip3.14.exe,.exe,0.1,2025-10-28 17:14,de15f999d6d38af8f94f42cc1f9b4dca,NO
C:\Users\Admin\Desktop\scanner\myenv\Scripts\pip3.exe,pip3.exe,.exe,0.1,2025-10-28 17:14,de15f999d6d38af8f94f42cc1f9b4dca,NO
C:\Users\Admin\Desktop\scanner\myenv\Scripts\py.test.exe,py.test.exe,.exe,0.1,2025-10-29 13:27,a74b0aeebdd96fee693efcd9721c7d93,NO
C:\Users\Admin\Desktop\scanner\myenv\Scripts\pygmentize.exe,pygmentize.exe,.exe,0.1,2025-10-29 13:27,d774efd1edc8588ef97aeb55a938f4d0,NO
C:\Users\Admin\Desktop\scanner\myenv\Scripts\pytest.exe,pytest.exe,.exe,0.1,2025-10-29 13:27,a74b0aeebdd96fee693efcd9721c7d93,NO
C:\Users\Admin\Desktop\scanner\myenv\Scripts\python.exe,python.exe,.exe,0.24,2025-10-07 11:17,913d226afc01d848b3a44989843f2ed0,NO
C:\Users\Admin\Desktop\scanner\myenv\Scripts\pythonw.exe,pythonw.exe,.exe,0.24,2025-10-07 11:17,a1fbcc7384fe10742b7175e65dd60e2d,NO
C:\Users\Admin\Desktop\scanner\myenv\Lib\site-packages\pip\_vendor\distlib\t32.exe,t32.exe,.exe,0.09,2025-10-28 17:13,07894acc08732f8b6adade78d3038376,NO
C:\Users\Admin\Desktop\scanner\myenv\Lib\site-packages\pip\_vendor\distlib\t64-arm.exe,t64-arm.exe,.exe,0.17,2025-10-28 17:13,f4935e39cd1008b6677ecaff658b51d4,NO
C:\Users\Admin\Desktop\scanner\myenv\Lib\site-packages\pip\_vendor\distlib\t64.exe,t64.exe,.exe,0.1,2025-10-28 17:13,19d621a4b2d26d8fa8002548a1b04a32,NO
C:\Users\Admin\Desktop\scanner\myenv\Lib\site-packages\pip\_vendor\distlib\w32.exe,w32.exe,.exe,0.09,2025-10-28 17:13,2e91e902dcf13c131281786258a279a3,NO
C:\Users\Admin\Desktop\scanner\myenv\Lib\site-packages\pip\_vendor\distlib\w64-arm.exe,w64-arm.exe,.exe,0.16,2025-10-28 17:13,79ef49f5145a0b66a49bf177fa5fd85f,NO
C:\Users\Admin\Desktop\scanner\myenv\Lib\site-packages\pip\_vendor\distlib\w64.exe,w64.exe,.exe,0.1,2025-10-28 17:13,d65d7ad7e65f344463755bb62d8ebf38,NO
C:\Users\Admin\Desktop\scanner\.venv\Scripts\normalizer.exe,normalizer.exe,.exe,0.1,2025-10-28 17:32,0b974ea9547a670b105ffcf61212a716,NO
C:\Users\Admin\Desktop\scanner\.venv\Scripts\pip.exe,pip.exe,.exe,0.1,2025-10-28 17:31,1d340f57f018525d309a04cbe0e48db8,NO
C:\Users\Admin\Desktop\scanner\.venv\Scripts\pip3.14.exe,pip3.14.exe,.exe,0.1,2025-10-28 17:31,1d340f57f018525d309a04cbe0e48db8,NO
C:\Users\Admin\Desktop\scanner\.venv\Scripts\pip3.exe,pip3.exe,.exe,0.1,2025-10-28 17:31,1d340f57f018525d309a04cbe0e48db8,NO
C:\Users\Admin\Desktop\scanner\.venv\Scripts\python.exe,python.exe,.exe,0.24,2025-10-07 11:17,913d226afc01d848b3a44989843f2ed0,NO
C:\Users\Admin\Desktop\scanner\.venv\Scripts\pythonw.exe,pythonw.exe,.exe,0.24,2025-10-07 11:17,a1fbcc7384fe10742b7175e65dd60e2d,NO
C:\Users\Admin\Desktop\scanner\.venv\Lib\site-packages\pip\_vendor\distlib\t32.exe,t32.exe,.exe,0.09,2025-10-28 17:31,07894acc08732f8b6adade78d3038376,NO
C:\Users\Admin\Desktop\scanner\.venv\Lib\site-packages\pip\_vendor\distlib\t64-arm.exe,t64-arm.exe,.exe,0.17,2025-10-28 17:31,f4935e39cd1008b6677ecaff658b51d4,NO
C:\Users\Admin\Desktop\scanner\.venv\Lib\site-packages\pip\_vendor\distlib\t64.exe,t64.exe,.exe,0.1,2025-10-28 17:31,19d621a4b2d26d8fa8002548a1b04a32,NO
C:\Users\Admin\Desktop\scanner\.venv\Lib\site-packages\pip\_vendor\distlib\w32.exe,w32.exe,.exe,0.09,2025-10-28 17:31,2e91e902dcf13c131281786258a279a3,NO
C:\Users\Admin\Desktop\scanner\.venv\Lib\site-packages\pip\_vendor\distlib\w64-arm.exe,w64-arm.exe,.exe,0.16,2025-10-28 17:31,79ef49f5145a0b66a49bf177fa5fd85f,NO
C:\Users\Admin\Desktop\scanner\.venv\Lib\site-packages\pip\_vendor\distlib\w64.exe,w64.exe,.exe,0.1,2025-10-28 17:31,d65d7ad7e65f344463755bb62d8ebf38,NO
C:\Users\Admin\Desktop\saferecon\.venv\Scripts\pip.exe,pip.exe,.exe,0.1,2025-10-24 17:42,69b7ba558e900c4ce1f7e91046ef3295,NO
C:\Users\Admin\Desktop\saferecon\.venv\Scripts\pip3.14.exe,pip3.14.exe,.exe,0.1,2025-10-24 17:42,69b7ba558e900c4ce1f7e91046ef3295,NO
C:\Users\Admin\Desktop\saferecon\.venv\Scripts\pip3.exe,pip3.exe,.exe,0.1,2025-10-24 17:42,69b7ba558e900c4ce1f7e91046ef3295,NO
C:\Users\Admin\Desktop\saferecon\.venv\Scripts\python.exe,python.exe,.exe,0.24,2025-10-07 11:17,913d226afc01d848b3a44989843f2ed0,NO
C:\Users\Admin\Desktop\saferecon\.venv\Scripts\pythonw.exe,pythonw.exe,.exe,0.24,2025-10-07 11:17,a1fbcc7384fe10742b7175e65dd60e2d,NO
C:\Users\Admin\Desktop\saferecon\.venv\Lib\site-packages\pip\_vendor\distlib\t32.exe,t32.exe,.exe,0.09,2025-10-24 17:42,07894acc08732f8b6adade78d3038376,NO
C:\Users\Admin\Desktop\saferecon\.venv\Lib\site-packages\pip\_vendor\distlib\t64-arm.exe,t64-arm.exe,.exe,0.17,2025-10-24 17:42,f4935e39cd1008b6677ecaff658b51d4,NO
C:\Users\Admin\Desktop\saferecon\.venv\Lib\site-packages\pip\_vendor\distlib\t64.exe,t64.exe,.exe,0.1,2025-10-24 17:42,19d621a4b2d26d8fa8002548a1b04a32,NO
C:\Users\Admin\Desktop\saferecon\.venv\Lib\site-packages\pip\_vendor\distlib\w32.exe,w32.exe,.exe,0.09,2025-10-24 17:42,2e91e902dcf13c131281786258a279a3,NO
C:\Users\Admin\Desktop\saferecon\.venv\Lib\site-packages\pip\_vendor\distlib\w64-arm.exe,w64-arm.exe,.exe,0.16,2025-10-24 17:42,79ef49f5145a0b66a49bf177fa5fd85f,NO
C:\Users\Admin\Desktop\saferecon\.venv\Lib\site-packages\pip\_vendor\distlib\w64.exe,w64.exe,.exe,0.1,2025-10-24 17:42,d65d7ad7e65f344463755bb62d8ebf38,NO
